spellId	sourceKind	npcName	zone	faction	bossDrop	worldDrop	trainerTitle
8797	worldDrop					true	
8799	trainer						
8802	vendor	Vizzklick	Tanaris				
8804	trainer						
8880	trainer						
8895	trainer	Nixx Sprocketspring	Tanaris				Goblin Engineering Trainer
9058	trainer						
9059	trainer						
9060	trainer						
9062	trainer						
9064	worldDrop					true	
9065	trainer						
9068	trainer						
9070	vendor	Clyde Ranthal	Redridge Mountains	alliance			
9072	vendor	Wenna Silkbeard	Wetlands	alliance			
9074	trainer						
9145	trainer						
9146	vendor	Harlown Darkweave	Ashenvale	alliance			
9147	vendor	Zixil	Hillsbrad Foothills				
9148	worldDrop					true	
9149	worldDrop					true	
9193	trainer						
9194	trainer						
9195	worldDrop					true	
9196	trainer						
9197	worldDrop					true	
9198	trainer						
9201	trainer						
9202	vendor	Jangdor Swiftstrider | Pratt McGrubben | Joseph Moore | Saenorion	Feralas | Feralas | Undercity | Darnassus	horde | alliance | horde | alliance			
9206	trainer						
9207	worldDrop					true	
9208	worldDrop					true	
9269	vendor	Gearcutter Cogspinner | Jinky Twizzlefixxit	Ironforge | Thousand Needles	alliance | 			
9271	trainer						
9273	vendor	Veenix | Kzixx | Zixil	Stonetalon Mountains | Duskwood | Hillsbrad Foothills				
9513	vendor	Smudge Thunderwood	Alterac Mountains				
9811	quest		Orgrimmar	horde			
9813	quest		Orgrimmar	horde			
9814	quest		Orgrimmar	horde			
9818	quest		Orgrimmar	horde			
9820	quest		Orgrimmar	horde			
9916	trainer						
9918	trainer						
9920	trainer						
9921	trainer						
9926	trainer						
9928	trainer						
9931	trainer						
9933	worldDrop					true	
9935	trainer						
9937	vendor	Harggan | Gharash	The Hinterlands | Swamp of Sorrows	alliance | horde			
9939	worldDrop					true	
9945	quest		Stranglethorn Vale				
9950	quest		Stranglethorn Vale				
9952	quest		Stranglethorn Vale				
9954	trainer						
9957	quest		Orgrimmar	horde			
9959	trainer						
9961	trainer						
9964	worldDrop					true	
9966	worldDrop					true	
9968	trainer						
9970	worldDrop					true	
9972	quest		Tanaris				
9974	trainer						
9979	quest		Tanaris				
9980	quest		Tanaris				
9983	trainer						
9985	trainer						
9986	trainer						
9987	trainer						
9993	trainer						
9995	worldDrop					true	
9997	worldDrop					true	
10001	trainer						
10003	trainer						
10005	worldDrop					true	
10007	trainer						
10009	worldDrop					true	
10011	trainer						
10013	vendor	Magnus Frostwake	Western Plaguelands				
10015	trainer						
10097	trainer						
10098	trainer						
10482	trainer						
10487	trainer						
10490	worldDrop					true	
10499	trainer						
10507	trainer						
10509	vendor	Pratt McGrubben | Jangdor Swiftstrider	Feralas | Feralas	alliance | horde			
10511	trainer						
10516	vendor	Jangdor Swiftstrider | Nioma	Feralas | The Hinterlands	horde | alliance			
10518	trainer						
10520	worldDrop					true	
10525	drop		Tanaris				
10529	quest		Feralas	alliance			
10531	worldDrop					true	
10533	drop		Tanaris				
10542	drop		Tanaris				
10544	quest		Feralas	alliance			
10546	quest		Feralas	alliance			
10548	trainer						
10552	trainer						
10554	drop		Tanaris				
10556	trainer						
10558	trainer						
10560	worldDrop					true	
10562	worldDrop					true	
10564	drop		Tanaris				
10566	quest		Feralas	alliance			
10568	drop		Tanaris				
10570	drop		Tanaris				
10572	quest		Feralas	alliance			
10574	quest		Feralas	alliance			
10619	trainer	Peter Galen | Thorkaf Dragoneye	Azshara | Badlands	alliance | horde			
10621	trainer	Caryssia Moonhunter | Se'Jib	Feralas | Stranglethorn Vale	alliance | horde			
10630	trainer	Brumn Winterhoof | Sarah Tanner	Arathi Highlands | Searing Gorge	horde | alliance			
10632	trainer	Brumn Winterhoof | Sarah Tanner	Arathi Highlands | Searing Gorge	horde | alliance			
10647	trainer	Caryssia Moonhunter | Se'Jib	Feralas | Stranglethorn Vale	alliance | horde			
10650	trainer	Peter Galen | Thorkaf Dragoneye	Azshara | Badlands	alliance | horde			
11448	trainer						
11449	trainer						
11450	trainer						
11451	trainer						
11452	quest		Badlands | Loch Modan	horde | alliance			
11453	worldDrop					true	
11454	trainer						
11456	trainer						
11457	trainer						
11458	worldDrop					true	
11459	vendor	Alchemist Pestlezugg	Tanaris				
11460	trainer						
11461	trainer						
11464	worldDrop					true	
11465	trainer						
11466	drop		Western Plaguelands				
11467	trainer						
11468	worldDrop					true	
11472	worldDrop					true	
11473	vendor	Logannas | Bronk	Feralas | Feralas	alliance | horde			
11476	vendor	Maria Lumere | Algernon	Stormwind City | Undercity	alliance | horde			
11477	vendor	Rartar | Nina Lightbrew	Swamp of Sorrows | Blasted Lands	horde | alliance			
11478	trainer						
11479	vendor	Alchemist Pestlezugg	Tanaris				
11480	vendor	Alchemist Pestlezugg	Tanaris				
11643	quest		Stormwind City	alliance			
12044	trainer						
12045	trainer						
12046	trainer						
12047	worldDrop					true	
12048	trainer						
12049	trainer						
12050	trainer						
12052	trainer	Josephine Lister | Jalane Ayrole	Undercity | Stormwind City	horde | alliance			Master Shadoweave Tailor
12053	trainer						
12055	trainer	Josephine Lister | Jalane Ayrole	Undercity | Stormwind City	horde | alliance			Master Shadoweave Tailor
12056	worldDrop					true	
12059	worldDrop					true	
12060	worldDrop					true	
12061	trainer						
12064	vendor	Mahu | Elynna	Thunder Bluff | Darnassus	horde | alliance			
12065	trainer						
12066	worldDrop					true	
12067	trainer						
12069	trainer						
12070	trainer						
12071	trainer	Josephine Lister | Jalane Ayrole	Undercity | Stormwind City	horde | alliance			Master Shadoweave Tailor
12072	trainer						
12073	trainer						
12074	trainer						
12075	vendor	Borya | Outfitter Eric	Orgrimmar | Ironforge	horde | alliance			
12076	trainer	Josephine Lister | Jalane Ayrole	Undercity | Stormwind City	horde | alliance			Master Shadoweave Tailor
12077	trainer						
12078	worldDrop					true	
12079	trainer						
12080	vendor	Borya | Outfitter Eric	Orgrimmar | Ironforge	horde | alliance			
12081	vendor	Cowardly Crosby	Stranglethorn Vale				
12082	trainer	Josephine Lister | Jalane Ayrole	Undercity | Stormwind City	horde | alliance			Master Shadoweave Tailor
12084	worldDrop					true	
12085	vendor	Millie Gregorian | Outfitter Eric	Undercity | Ironforge	horde | alliance			
12086	quest		Searing Gorge				
12088	trainer						
12089	vendor	Millie Gregorian | Outfitter Eric	Undercity | Ironforge	horde | alliance			
12091	vendor	Alexandra Bolero | Mahu	Stormwind City | Thunder Bluff	alliance | horde			
12092	trainer						
12093	vendor	Millie Gregorian | Outfitter Eric	Undercity | Ironforge	horde | alliance			
12259	worldDrop					true	
12260	trainer						
12584	trainer						
12585	trainer						
12586	trainer						
12587	worldDrop					true	
12589	trainer						
12590	trainer						
12591	trainer						
12594	trainer						
12595	trainer						
12596	trainer						
12597	vendor	Knaz Blunderflame | Yuka Screwspigot	Stranglethorn Vale | Burning Steppes				
12599	trainer						
12603	trainer						
12607	worldDrop					true	
12609	trainer						
12614	worldDrop					true	
12615	trainer						
12616	worldDrop					true	
12617	vendor	Jubie Gadgetspring	Azshara				
12618	trainer						
12619	trainer						
12620	worldDrop					true	
12621	trainer						
12622	trainer						
12624	vendor	Ruppo Zipcoil	The Hinterlands				
12715	trainer	Nixx Sprocketspring	Tanaris				Goblin Engineering Trainer
12716	trainer	Vazario Linkgrease | Nixx Sprocketspring	The Barrens | Tanaris				Goblin Engineering Trainer
12717	trainer	Vazario Linkgrease | Nixx Sprocketspring	The Barrens | Tanaris				Goblin Engineering Trainer
12718	trainer	Vazario Linkgrease | Nixx Sprocketspring	The Barrens | Tanaris				Goblin Engineering Trainer
12754	trainer	Vazario Linkgrease | Nixx Sprocketspring	The Barrens | Tanaris				Goblin Engineering Trainer
12755	trainer	Vazario Linkgrease | Nixx Sprocketspring	The Barrens | Tanaris				Goblin Engineering Trainer
12758	trainer	Vazario Linkgrease | Nixx Sprocketspring	The Barrens | Tanaris				Goblin Engineering Trainer
12759	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale	alliance | 			Gnomish Engineering Trainer
12760	trainer	Nixx Sprocketspring	Tanaris				Goblin Engineering Trainer
12895	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale	alliance | 			Gnomish Engineering Trainer
12897	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale	alliance | 			Gnomish Engineering Trainer
12899	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale	alliance | 			Gnomish Engineering Trainer
12902	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale	alliance | 			Gnomish Engineering Trainer
12903	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale	alliance | 			Gnomish Engineering Trainer
12905	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale	alliance | 			Gnomish Engineering Trainer
12906	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale	alliance | 			Gnomish Engineering Trainer
12907	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale	alliance | 			Gnomish Engineering Trainer
12908	trainer	Vazario Linkgrease | Nixx Sprocketspring	The Barrens | Tanaris				Goblin Engineering Trainer
13028	trainer		Razorfen Downs				
13240	trainer	Nixx Sprocketspring | Vazario Linkgrease	Tanaris | The Barrens				
13378	trainer						
13380	worldDrop					true	
13419	vendor	Dalria | Kulwia	Ashenvale | Stonetalon Mountains	alliance | horde			
13421	trainer						
13464	worldDrop					true	
13485	trainer						
13501	trainer						
13503	trainer						
13522	worldDrop					true	
13529	trainer						
13536	vendor	Dalria | Kulwia	Ashenvale | Stonetalon Mountains	alliance | horde			
13538	trainer						
13607	trainer						
13612	drop		Wetlands				
13617	drop		Stonetalon Mountains | Ashenvale				
13620	drop		Hillsbrad Foothills				
13622	trainer						
13626	trainer						
13628	trainer						
13631	trainer						
13635	trainer						
13637	trainer						
13640	trainer						
13642	trainer						
13644	trainer						
13646	vendor	Micha Yance | Keena	Hillsbrad Foothills | Arathi Highlands	alliance | horde			
13648	trainer						
13653	worldDrop					true	
13655	worldDrop					true	
13657	trainer						
13659	trainer						
13661	trainer						
13663	trainer						
13687	worldDrop					true	
13689	worldDrop					true	
13693	trainer						
13695	trainer						
13698	drop		Arathi Highlands				
13700	trainer						
13702	trainer						
13746	trainer						
13794	trainer						
13815	trainer						
13817	worldDrop					true	
13822	trainer						
13836	trainer						
13841	drop		Stranglethorn Vale				
13846	worldDrop					true	
13858	trainer						
13868	drop		Swamp of Sorrows				
13882	drop		Tanaris | Alterac Mountains				
13887	trainer						
13890	trainer						
13898	drop	Pyromancer Loregrain	Blackrock Depths				
13905	trainer						
13915	worldDrop					true	
13917	trainer						
13931	vendor	Banalash | Mythrin'dir	Swamp of Sorrows | Darnassus	horde | alliance			
13933	worldDrop					true	
13935	trainer						
13937	trainer						
13939	trainer						
13941	trainer						
13943	trainer						
13945	worldDrop					true	
13947	worldDrop					true	
13948	trainer						
14293	trainer						
14379	trainer						
14380	trainer						
14807	trainer						
14809	trainer						
14810	trainer						
14891	quest		Blackrock Depths				
14930	trainer						
14932	trainer						
15255	trainer						
15292	drop	Grizzle	Blackrock Depths				
15293	container		Blackrock Depths				
15294	drop		Blackrock Depths				
15295	container		Blackrock Depths				
15296	drop	Ribbly Screwspigot	Blackrock Depths				
15596	drop	Lord Roccor	Blackrock Depths				
15628	container		Gnomeregan				
15633	container		Gnomeregan				
15833	trainer						
15853	vendor	Super-Seller 680	Desolace				
15855	vendor	Nerrist | Corporal Bluth | Vendor-Tron 1000 | Keena	Stranglethorn Vale | Stranglethorn Vale | Desolace | Arathi Highlands	horde | alliance |  | horde			
15856	vendor	Sheendra Tallgrass | Vivianna | Super-Seller 680	Feralas | Feralas | Desolace	horde | alliance | 			
15861	vendor	Nerrist | Corporal Bluth | Vendor-Tron 1000	Stranglethorn Vale | Stranglethorn Vale | Desolace	horde | alliance | 			
15863	vendor	Vendor-Tron 1000 | Ogg'marr | Banalash | Kireena	Desolace | Dustwallow Marsh | Swamp of Sorrows | Desolace	 | horde | horde | horde			
15865	vendor	Helenia Olden | Janet Hommers | Super-Seller 680	Dustwallow Marsh | Desolace | Desolace	alliance | alliance | 			
15906	vendor	Helenia Olden | Ogg'marr | Super-Seller 680	Dustwallow Marsh | Dustwallow Marsh | Desolace	alliance | horde | 			
15910	vendor	Vendor-Tron 1000 | Kireena | Janet Hommers	Desolace | Desolace | Desolace	 | horde | alliance			
15915	vendor	Kriggon Talsone | Uthok | Banalash	Westfall | Stranglethorn Vale | Swamp of Sorrows	alliance | horde | horde			
15933	vendor	Malygen | Bale | Himmik	Felwood | Felwood | Winterspring	alliance | horde | 			
15935	vendor	Abigail Shiel	Tirisfal Glades	horde			
15972	trainer						
15973	worldDrop					true	
16153	trainer						
16639	trainer						
16640	trainer						
16641	trainer						
16642	trainer						
16643	trainer						
16644	trainer						
16645	worldDrop					true	
16646	quest		Tanaris				
16647	quest		Tanaris				
16648	worldDrop					true	
16649	quest		Tanaris				
16650	worldDrop					true	
16651	worldDrop					true	
16652	trainer						
16653	trainer						
16654	worldDrop					true	
16655	quest		Winterspring				
16656	worldDrop					true	
16657	quest		Tanaris				
16658	quest		Tanaris				
16659	worldDrop					true	
16660	worldDrop					true	
16661	vendor	Magnus Frostwake	Western Plaguelands				
16662	trainer						
16663	quest		Tanaris				
16664	drop		Dustwallow Marsh				
16665	drop		Western Plaguelands				
16667	quest		Winterspring				
16724	worldDrop					true	
16725	worldDrop					true	
16726	drop		Dustwallow Marsh				
16728	worldDrop					true	
16729	worldDrop					true	
16730	quest		Tanaris				
16731	drop		Dustwallow Marsh				
16732	drop		Western Plaguelands				
