recipeItemId	itemName	sourceKind	npcName	zone	x	y	faction
251362	Plans: Protector's Gloves	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251363	Plans: Acolyte's Gloves	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251364	Plans: Crusader's Gloves	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251365	Plans: Veteran's Chain Belt	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251366	Plans: Guard's Chain Belt	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251367	Plans: Protector's Chain Belt	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251368	Plans: Acolyte's Chain Belt	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251369	Plans: Crusader's Chain Belt	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251370	Plans: Veteran's Silvered Chain Shirt	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251371	Plans: Guard's Silvered Chain Shirt	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251372	Plans: Protector's Silvered Chain Shirt	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251373	Plans: Acolyte's Silvered Chain Shirt	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251374	Plans: Crusader's Silvered Chain Shirt	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251375	Plans: Veteran's Silvered Chain Leggings	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251376	Plans: Guard's Silvered Chain Leggings	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251377	Plans: Protector's Silvered Chain Leggings	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251378	Plans: Acolyte's Silvered Chain Leggings	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251379	Plans: Crusader's Silvered Chain Leggings	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251380	Plans: Veteran's Silvered Chain Helm	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251381	Plans: Guard's Silvered Chain Helm	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251382	Plans: Protector's Silvered Chain Helm	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251383	Plans: Acolyte's Silvered Chain Helm	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251384	Plans: Crusader's Silvered Chain Helm	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251413	Plans: Officer's Sabatons	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251414	Plans: Sentinel's Sabatons	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251415	Plans: Warder's Sabatons	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251416	Plans: Prefect's Sabatons	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251417	Plans: Justicar's Sabatons	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251418	Plans: Officer's Gauntlet	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251419	Plans: Sentinel's Gauntlet	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251420	Plans: Warder's Gauntlet	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251421	Plans: Prefect's Gauntlet	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251422	Plans: Justicar's Gauntlet	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251423	Plans: Officer's Waistguard	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251424	Plans: Sentinel's Waistguard	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251425	Plans: Warder's Waistguard	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251426	Plans: Prefect's Waistguard	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251427	Plans: Justicar's Waistguard	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251428	Plans: Officer's Pauldrons	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251429	Plans: Sentinel's Pauldrons	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251430	Plans: Warder's Pauldrons	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251431	Plans: Prefect's Pauldrons	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251432	Plans: Justicar's Pauldrons	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251433	Plans: Officer's Wristguard	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251434	Plans: Sentinel's Wristguard	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251435	Plans: Warder's Wristguard	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251436	Plans: Prefect's Wristguard	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251437	Plans: Justicar's Wristguards	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251447	Plans: Enriched Thorium Breastplate	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251448	Plans: Enriched Thorium Leggings	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251449	Plans: Enriched Thorium Helm	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251465	Plans: Thorium Greatmace	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251466	Plans: Thorium Cestus	vendor	Gor'mak	The Barrens	49.8	29.7	horde
251471	Plans: Legionite Glaive	vendor	Gor'mak	The Barrens	49.8	29.7	horde
252765	Pattern: Brawler's Leather Belt	vendor	Pawani	The Barrens	49.6	29.7	horde
252766	Pattern: Trapper's Leather Belt	vendor	Pawani	The Barrens	49.6	29.7	horde
252767	Pattern: Defender's Leather Belt	vendor	Pawani	The Barrens	49.6	29.7	horde
252768	Pattern: Totemic Leather Belt	vendor	Pawani	The Barrens	49.6	29.7	horde
252769	Pattern: Stormrider's Leather Belt	vendor	Pawani	The Barrens	49.6	29.7	horde
252770	Pattern: Wisdom's Leather Belt	vendor	Pawani	The Barrens	49.6	29.7	horde
252777	Pattern: Brawler's Leather Gloves	vendor	Pawani	The Barrens	49.6	29.7	horde
252778	Pattern: Trapper's Leather Gloves	vendor	Pawani	The Barrens	49.6	29.7	horde
252779	Pattern: Defender's Leather Gloves	vendor	Pawani	The Barrens	49.6	29.7	horde
252780	Pattern: Totemic Leather Gloves	vendor	Pawani	The Barrens	49.6	29.7	horde
252781	Pattern: Stormrider's Leather Gloves	vendor	Pawani	The Barrens	49.6	29.7	horde
252782	Pattern: Wisdom's Leather Gloves	vendor	Pawani	The Barrens	49.6	29.7	horde
252786	Pattern: Brawler's Leather Boots	vendor	Pawani	The Barrens	49.6	29.7	horde
252787	Pattern: Trapper's Leather Boots	vendor	Pawani	The Barrens	49.6	29.7	horde
252788	Pattern: Defender's Leather Boots	vendor	Pawani	The Barrens	49.6	29.7	horde
252789	Pattern: Totemic Leather Boots	vendor	Pawani	The Barrens	49.6	29.7	horde
252790	Pattern: Stormrider's Leather Boots	vendor	Pawani	The Barrens	49.6	29.7	horde
252791	Pattern: Wisdom's Leather Boots	vendor	Pawani	The Barrens	49.6	29.7	horde
252798	Pattern: Brawler's Leather Hood	vendor	Pawani	The Barrens	49.6	29.7	horde
252799	Pattern: Trapper's Leather Hood	vendor	Pawani	The Barrens	49.6	29.7	horde
252800	Pattern: Defender's Leather Hood	vendor	Pawani	The Barrens	49.6	29.7	horde
252801	Pattern: Totemic Leather Hood	vendor	Pawani	The Barrens	49.6	29.7	horde
252802	Pattern: Stormrider's Leather Hood	vendor	Pawani	The Barrens	49.6	29.7	horde
252803	Pattern: Wisdom's Leather Hood	vendor	Pawani	The Barrens	49.6	29.7	horde
252805	Pattern: Brawler's Leather Tunic	vendor	Pawani	The Barrens	49.6	29.7	horde
252806	Pattern: Trapper's Leather Tunic	vendor	Pawani	The Barrens	49.6	29.7	horde
252807	Pattern: Defender's Leather Tunic	vendor	Pawani	The Barrens	49.6	29.7	horde
252808	Pattern: Totemic Leather Tunic	vendor	Pawani	The Barrens	49.6	29.7	horde
252809	Pattern: Stormrider's Leather Tunic	vendor	Pawani	The Barrens	49.6	29.7	horde
252810	Pattern: Wisdom's Leather Tunic	vendor	Pawani	The Barrens	49.6	29.7	horde
252820	Pattern: Brawler's Leather Legguards	vendor	Pawani	The Barrens	49.6	29.7	horde
252821	Pattern: Trapper's Leather Legguards	vendor	Pawani	The Barrens	49.6	29.7	horde
252822	Pattern: Defender's Leather Kilt	vendor	Pawani	The Barrens	49.6	29.7	horde
252823	Pattern: Totemic Leather Leggings	vendor	Pawani	The Barrens	49.6	29.7	horde
252824	Pattern: Stormrider's Leather Kilt	vendor	Pawani	The Barrens	49.6	29.7	horde
252825	Pattern: Wisdom's Leather Leggings	vendor	Pawani	The Barrens	49.6	29.7	horde
252834	Pattern: Forceful Thick Armor Kit	vendor	Pawani	The Barrens	49.6	29.7	horde
252836	Pattern: Prowler's Leather Gloves	vendor	Pawani	The Barrens	49.6	29.7	horde
252837	Pattern: Skulker's Leather Gloves	vendor	Pawani	The Barrens	49.6	29.7	horde
252838	Pattern: Stalker's Leather Gloves	vendor	Pawani	The Barrens	49.6	29.7	horde
252839	Pattern: Warden's Leather Gloves	vendor	Pawani	The Barrens	49.6	29.7	horde
252840	Pattern: Skirmisher's Leather Gloves	vendor	Pawani	The Barrens	49.6	29.7	horde
252841	Pattern: Skycaller's Leather Gloves	vendor	Pawani	The Barrens	49.6	29.7	horde
252842	Pattern: Mender's Leather Gloves	vendor	Pawani	The Barrens	49.6	29.7	horde
252848	Pattern: Prowler's Leather Shoulder	vendor	Pawani	The Barrens	49.6	29.7	horde
252849	Pattern: Skulker's Leather Shoulder	vendor	Pawani	The Barrens	49.6	29.7	horde
252850	Pattern: Warden's Leather Shoulder	vendor	Pawani	The Barrens	49.6	29.7	horde
252851	Pattern: Skycaller's Leather Shoulder	vendor	Pawani	The Barrens	49.6	29.7	horde
252852	Pattern: Mender's Leather Shoulder	vendor	Pawani	The Barrens	49.6	29.7	horde
252853	Pattern: Prowler's Leather Bracers	vendor	Pawani	The Barrens	49.6	29.7	horde
252854	Pattern: Skulker's Leather Bracers	vendor	Pawani	The Barrens	49.6	29.7	horde
252855	Pattern: Warden's Leather Bracers	vendor	Pawani	The Barrens	49.6	29.7	horde
252856	Pattern: Skycaller's Leather Bracers	vendor	Pawani	The Barrens	49.6	29.7	horde
252857	Pattern: Mender's Leather Bracers	vendor	Pawani	The Barrens	49.6	29.7	horde
252860	Pattern: Prowler's Leather Boots	vendor	Pawani	The Barrens	49.6	29.7	horde
252861	Pattern: Skulker's Leather Boots	vendor	Pawani	The Barrens	49.6	29.7	horde
252862	Pattern: Warden's Leather Boots	vendor	Pawani	The Barrens	49.6	29.7	horde
252863	Pattern: Skycaller's Leather Boots	vendor	Pawani	The Barrens	49.6	29.7	horde
252864	Pattern: Mender's Leather Boots	vendor	Pawani	The Barrens	49.6	29.7	horde
252872	Pattern: Prowler's Leather Waistguard	vendor	Pawani	The Barrens	49.6	29.7	horde
252873	Pattern: Skulker's Leather Waistguard	vendor	Pawani	The Barrens	49.6	29.7	horde
252874	Pattern: Warden's Leather Waistguard	vendor	Pawani	The Barrens	49.6	29.7	horde
252875	Pattern: Skycaller's Leather Waistguard	vendor	Pawani	The Barrens	49.6	29.7	horde
252876	Pattern: Mender's Leather Waistguard	vendor	Pawani	The Barrens	49.6	29.7	horde
252900	Pattern: Stalker's Mail Shoulder	vendor	Pawani	The Barrens	49.6	29.7	horde
252901	Pattern: Skycaller's Mail Shoulder	vendor	Pawani	The Barrens	49.6	29.7	horde
252902	Pattern: Skirmisher's Mail Shoulder	vendor	Pawani	The Barrens	49.6	29.7	horde
252903	Pattern: Mender's Mail Shoulder	vendor	Pawani	The Barrens	49.6	29.7	horde
252904	Pattern: Stalker's Mail Bracers	vendor	Pawani	The Barrens	49.6	29.7	horde
252905	Pattern: Skycaller's Mail Bracers	vendor	Pawani	The Barrens	49.6	29.7	horde
252906	Pattern: Skirmisher's Mail Bracers	vendor	Pawani	The Barrens	49.6	29.7	horde
252907	Pattern: Mender's Mail Bracers	vendor	Pawani	The Barrens	49.6	29.7	horde
252910	Pattern: Stalker's Mail Sabatons	vendor	Pawani	The Barrens	49.6	29.7	horde
252911	Pattern: Skycaller's Mail Sabatons	vendor	Pawani	The Barrens	49.6	29.7	horde
252912	Pattern: Skirmisher's Mail Sabatons	vendor	Pawani	The Barrens	49.6	29.7	horde
252913	Pattern: Mender's Mail Sabatons	vendor	Pawani	The Barrens	49.6	29.7	horde
252922	Pattern: Stalker's Mail Belt	vendor	Pawani	The Barrens	49.6	29.7	horde
252923	Pattern: Skycaller's Mail Belt	vendor	Pawani	The Barrens	49.6	29.7	horde
252924	Pattern: Skirmisher's Mail Belt	vendor	Pawani	The Barrens	49.6	29.7	horde
252925	Pattern: Mender's Mail Belt	vendor	Pawani	The Barrens	49.6	29.7	horde
252941	Pattern: Mystic Rugged Armor Kit	vendor	Pawani	The Barrens	49.6	29.7	horde
253890	Pattern: Pristine Boots	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253892	Pattern: Silky Boots	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253894	Pattern: Flame Boots	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253896	Pattern: Shadow Boots	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253898	Pattern: Pearly Boots	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253900	Pattern: Shining Boots	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253914	Pattern: Pristine Gloves	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253916	Pattern: Silky Gloves	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253918	Pattern: Flame Gloves	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253920	Pattern: Shadow Gloves	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253922	Pattern: Pearly Gloves	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253924	Pattern: Shining Gloves	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253926	Pattern: Pristine Sash	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253928	Pattern: Silky Sash	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253930	Pattern: Flame Sash	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253932	Pattern: Shadow Sash	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253934	Pattern: Pearly Sash	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253936	Pattern: Shining Sash	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253950	Pattern: Pristine Circlet	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253952	Pattern: Silky Circlet	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253954	Pattern: Flame Circlet	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253956	Pattern: Shadow Circlet	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253958	Pattern: Pearly Circlet	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253960	Pattern: Shining Circlet	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253962	Pattern: Pristine Gown	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253964	Pattern: Silky Gown	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253966	Pattern: Flame Gown	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253968	Pattern: Shadow Gown	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253970	Pattern: Pearly Gown	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253972	Pattern: Shining Gown	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253988	Pattern: Pristine Leggings	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253990	Pattern: Silky Leggings	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253992	Pattern: Flame Leggings	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253994	Pattern: Shadow Leggings	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253996	Pattern: Pearly Leggings	vendor	Jim'bek	The Barrens	49.6	29.5	horde
253998	Pattern: Shining Leggings	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254024	Pattern: Frothing Handwraps	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254026	Pattern: Fiery Handwraps	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254028	Pattern: Black Handwraps	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254030	Pattern: Golden Handwraps	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254032	Pattern: Radiant Handwraps	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254036	Pattern: Mageweave Reagent Bag	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254050	Pattern: Nethergeld Shoulders	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254052	Pattern: Netherfroth Shoulders	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254054	Pattern: Netherflame Shoulders	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254056	Pattern: Netherpearl Shoulders	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254058	Pattern: Nethershine Shoulders	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254060	Pattern: Netherlight Shoulders	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254062	Pattern: Nethergeld Cuffs	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254064	Pattern: Netherfroth Cuffs	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254066	Pattern: Netherflame Cuffs	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254068	Pattern: Netherpearl Cuffs	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254070	Pattern: Nethershine Cuffs	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254072	Pattern: Netherlight Cuffs	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254080	Pattern: Runecloth Reagent Bag	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254082	Pattern: Gilded Waistcord	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254084	Pattern: Frothing Waistcord	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254086	Pattern: Fiery Waistcord	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254088	Pattern: Black Waistcord	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254090	Pattern: Golden Waistcord	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254092	Pattern: Radiant Waistcord	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254108	Pattern: Gilded Sandals	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254110	Pattern: Frothing Sandals	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254112	Pattern: Fiery Sandals	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254114	Pattern: Black Sandals	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254116	Pattern: Golden Sandals	vendor	Jim'bek	The Barrens	49.6	29.5	horde
254118	Pattern: Radiant Sandals	vendor	Jim'bek	The Barrens	49.6	29.5	horde
264201	Schematic: SAF-T Tabs	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
264202	Schematic: SAF-T Dynamite	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
264203	Schematic: SAF-T Copper Bomb	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
264204	Schematic: EZ-Thro Wrap	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
264205	Schematic: EZ-Thro Copper Bomb XL	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
264206	Schematic: No Slip SAF-T Padding	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
264209	Schematic: SAF-T Bell	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
264211	Schematic: EZ-Thro Fireproof Fuse	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
264216	Schematic: Emergency Field Cloak	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
